EPIC ID, RA (J2000) [deg], Dec (J2000) [deg], magnitude, Investigation IDs
204385932, 242.076817, -22.54023, 17.669, GO2010_LC|GO2045_LC|GO2085_LC|GO2092_LC|GO2114_LC|GO2044_SC
205529382, 246.369183, -16.980818, 15.007, GO2045_LC|GO2047_LC|GO2052_LC|GO2092_LC|GO2114_LC|GO2044_SC
202955563, 243.585894, -27.763826, 16.027, GO2010_LC|GO2045_LC
203065387, 242.462817, -27.3783, 15.73, GO2020_LC|GO2045_LC|GO2052_LC|GO2092_LC|GO2106_LC
203782748, 247.401025, -24.94799, 15.927, GO2020_LC|GO2045_LC|GO2047_LC|GO2052_LC
203783521, 240.110311, -24.945135, 17.498, GO2020_LC|GO2045_LC|GO2106_LC
203795359, 247.124681, -24.90173, 17.005, GO2045_LC|GO2114_LC
203806838, 246.902548, -24.860025, 18.526, GO2045_LC|GO2114_LC|GO2044_SC
203837701, 246.591244, -24.744379, 13.73, GO2045_LC|GO2051_LC|GO2052_LC|GO2085_LC|GO2092_LC|GO2114_LC
203837965, 243.979497, -24.743473, 14.725, GO2020_LC|GO2045_LC|GO2047_LC|GO2052_LC|GO2092_LC|GO2106_LC
203859539, 246.568027, -24.658501, 17.461, GO2045_LC
203881856, 246.385067, -24.568077, 16.424, GO2045_LC|GO2114_LC
203887643, 246.713684, -24.544996, 16.741, GO2045_LC|GO2049_LC|GO2085_LC|GO2092_LC|GO2114_LC
203904426, 246.774901, -24.476757, 18.192, GO2045_LC|GO2085_LC|GO2092_LC|GO2114_LC
203910454, 243.561835, -24.452261, 15.012, GO2045_LC|GO2047_LC|GO2052_LC
203912136, 242.765038, -24.445261, 16.264, GO2020_LC|GO2045_LC|GO2092_LC|GO2106_LC|GO2114_LC
203912637, 246.635524, -24.44318, 18.504, GO2045_LC|GO2092_LC|GO2114_LC
203914316, 246.578419, -24.436256, 16.252, GO2045_LC|GO2085_LC|GO2092_LC|GO2114_LC
203915424, 246.860756, -24.431774, 14.333, GO2045_LC|GO2052_LC|GO2085_LC|GO2114_LC
203915766, 245.172688, -24.430326, 15.769, GO2020_LC|GO2045_LC|GO2052_LC|GO2092_LC|GO2106_LC
203922515, 246.592788, -24.401962, 17.984, GO2045_LC|GO2085_LC|GO2114_LC
203923457, 246.592441, -24.397877, 17.176, GO2045_LC|GO2085_LC|GO2092_LC|GO2114_LC
203925433, 246.661682, -24.389648, 16.456, GO2045_LC|GO2085_LC|GO2114_LC
203937768, 243.796503, -24.337591, 15.594, GO2020_LC|GO2045_LC|GO2047_LC|GO2052_LC|GO2092_LC
203943974, 246.774695, -24.311171, 18.689, GO2045_LC|GO2085_LC|GO2114_LC
203987642, 246.827228, -24.122728, 16.266, GO2045_LC
204078097, 242.493853, -23.755169, 13.992, GO2010_LC|GO2020_LC|GO2045_LC|GO2047_LC|GO2052_LC|GO2085_LC|GO2092_LC|GO2106_LC
204078986, 242.031053, -23.751549, 15.786, GO2010_LC|GO2020_LC|GO2045_LC|GO2047_LC|GO2052_LC|GO2085_LC|GO2106_LC
204086791, 242.372445, -23.720034, 16.744, GO2010_LC|GO2020_LC|GO2045_LC|GO2047_LC|GO2085_LC|GO2106_LC
204103213, 243.589342, -23.654079, 16.478, GO2010_LC|GO2045_LC|GO2085_LC|GO2106_LC
204107127, 245.77458, -23.638248, 17.872, GO2045_LC|GO2092_LC
204107757, 239.004338, -23.635588, 15.195, GO2045_LC|GO2052_LC|GO2092_LC
204108293, 239.79733, -23.6334, 17.303, GO2020_LC|GO2045_LC|GO2092_LC|GO2106_LC
204120066, 242.127038, -23.58638, 16.33, GO2010_LC|GO2045_LC|GO2047_LC|GO2085_LC|GO2092_LC|GO2114_LC|GO2044_SC
204127255, 244.279597, -23.557457, 17.292, GO2045_LC
204179868, 241.811588, -23.350307, 18.307, GO2045_LC|GO2085_LC|GO2092_LC|GO2044_SC
204190916, 241.179317, -23.307194, 16.316, GO2020_LC|GO2045_LC|GO2047_LC|GO2092_LC
204195050, 245.964832, -23.290842, 14.879, GO2020_LC|GO2045_LC|GO2047_LC|GO2052_LC|GO2092_LC
204204469, 242.625606, -23.254652, 15.727, GO2010_LC|GO2045_LC|GO2047_LC|GO2052_LC|GO2085_LC|GO2106_LC
204241103, 240.329815, -23.110945, 16.094, GO2020_LC|GO2045_LC|GO2092_LC|GO2106_LC
204247509, 239.857994, -23.085611, 15.074, GO2020_LC|GO2045_LC|GO2047_LC|GO2052_LC|GO2092_LC|GO2106_LC
204247811, 243.300491, -23.084219, 15.403, GO2045_LC|GO2047_LC|GO2052_LC|GO2092_LC
204250417, 243.806712, -23.073921, 17.19, GO2045_LC|GO2047_LC
204284515, 240.081011, -22.941326, 15.931, GO2020_LC|GO2045_LC|GO2047_LC|GO2052_LC|GO2092_LC|GO2106_LC
204341806, 241.908294, -22.713009, 18.521, GO2010_LC|GO2020_LC|GO2045_LC|GO2085_LC|GO2092_LC|GO2114_LC
204344180, 243.636959, -22.703707, 16.775, GO2010_LC|GO2020_LC|GO2045_LC|GO2047_LC|GO2085_LC
204354278, 242.69642, -22.663685, 16.886, GO2010_LC|GO2045_LC|GO2047_LC|GO2085_LC|GO2092_LC|GO2114_LC
204366852, 242.140014, -22.615005, 16.455, GO2045_LC
204371512, 242.197685, -22.596609, 17.325, GO2010_LC|GO2045_LC|GO2047_LC|GO2085_LC|GO2092_LC|GO2114_LC|GO2044_SC
204385932, 242.076817, -22.54023, 17.669, GO2010_LC|GO2045_LC|GO2085_LC|GO2092_LC|GO2114_LC|GO2044_SC
204418005, 242.268814, -22.414553, 14.346, GO2010_LC|GO2020_LC|GO2045_LC|GO2047_LC|GO2052_LC|GO2085_LC
204439731, 243.41998, -22.329437, 16.218, GO2010_LC|GO2020_LC|GO2045_LC|GO2047_LC|GO2085_LC|GO2106_LC
204450240, 242.821325, -22.28816, 15.714, GO2020_LC|GO2045_LC|GO2047_LC|GO2052_LC|GO2092_LC
204464537, 246.734162, -22.231096, 14.808, GO2020_LC|GO2045_LC|GO2047_LC|GO2052_LC|GO2092_LC
204538466, 242.499612, -21.928471, 16.848, GO2045_LC|GO2092_LC
204614722, 242.46738, -21.607706, 13.933, GO2010_LC|GO2020_LC|GO2045_LC|GO2047_LC|GO2052_LC
204649301, 242.525341, -21.462229, 16.292, GO2010_LC|GO2020_LC|GO2045_LC|GO2092_LC|GO2106_LC
204730095, 239.020713, -21.112816, 15.477, GO2020_LC|GO2045_LC|GO2047_LC|GO2052_LC|GO2092_LC
204756726, 242.375792, -20.998228, 15.343, GO2020_LC|GO2045_LC|GO2047_LC|GO2052_LC|GO2092_LC
204791347, 240.5179, -20.845158, 14.182, GO2045_LC|GO2052_LC|GO2092_LC|GO2106_LC
204803505, 243.049416, -20.790756, 14.992, GO2020_LC|GO2045_LC|GO2047_LC|GO2052_LC|GO2092_LC
204811478, 238.98336, -20.755199, 15.227, GO2020_LC|GO2045_LC|GO2052_LC|GO2092_LC|GO2106_LC
204820244, 238.770079, -20.716082, 16.208, GO2045_LC|GO2106_LC
204914881, 243.719118, -20.287033, 16.836, GO2045_LC|GO2092_LC
204924055, 239.931936, -20.244335, 15.563, GO2020_LC|GO2045_LC|GO2092_LC|GO2106_LC
204949180, 242.326549, -20.126371, 17.608, GO2045_LC
204949182, 242.325617, -20.126366, 17.788, GO2045_LC
205007364, 245.681672, -19.851802, 15.9, GO2045_LC
205007401, 245.682727, -19.851603, 13.744, GO2020_LC|GO2045_LC|GO2047_LC|GO2052_LC|GO2092_LC
205167772, 243.196957, -19.064766, 14.176, GO2003_LC|GO2045_LC|GO2047_LC|GO2052_LC
205355375, 242.825874, -18.066265, 15.129, GO2003_LC|GO2045_LC|GO2047_LC|GO2052_LC|GO2106_LC
205358744, 242.152469, -18.047152, 17.469, GO2045_LC
205529382, 246.369183, -16.980818, 15.007, GO2045_LC|GO2047_LC|GO2052_LC|GO2092_LC|GO2114_LC|GO2044_SC
210282513, 243.11521, -21.94464, 18.0, GO2045_LC
210282514, 246.58088, -24.46219, 18.0, GO2045_LC
210282515, 246.94392, -24.09978, 18.0, GO2045_LC
210282516, 246.51367, -24.50719, 18.0, GO2045_LC
210282517, 247.04354, -24.40558, 18.0, GO2045_LC
210282518, 242.48475, -22.37931, 18.0, GO2045_LC
210282519, 246.73488, -24.68902, 18.0, GO2045_LC
210282520, 247.04838, -24.62497, 18.0, GO2045_LC
206050032, 337.226671, -13.421627, 13.211, GO3044_SC|GO3013_SC|GO3051_LC|GO3049_LC|GO3045_LC|GO3107_LC|GO3073_LC|GO3070_LC
206053352, 333.711278, -13.333078, 14.785, GO3044_SC|GO3106_LC|GO3045_LC|GO3107_LC
206135809, 330.546894, -11.162809, 14.902, GO3044_SC|GO3051_LC|GO3049_LC|GO3045_LC|GO3107_LC
206169988, 343.118768, -10.319627, 18.583, GO3044_SC|GO3045_LC|GO3107_LC
206050032, 337.226671, -13.421627, 13.211, GO3044_SC|GO3013_SC|GO3051_LC|GO3049_LC|GO3045_LC|GO3107_LC|GO3073_LC|GO3070_LC
206053352, 333.711278, -13.333078, 14.785, GO3044_SC|GO3106_LC|GO3045_LC|GO3107_LC
206135809, 330.546894, -11.162809, 14.902, GO3044_SC|GO3051_LC|GO3049_LC|GO3045_LC|GO3107_LC
206169988, 343.118768, -10.319627, 18.583, GO3044_SC|GO3045_LC|GO3107_LC
206173821, 342.841501, -10.239603, 17.598, GO3045_LC
206181579, 343.672411, -10.088757, 18.615, GO3045_LC|GO3107_LC
206184645, 343.599285, -10.029278, 18.248, GO3045_LC
206185256, 344.175727, -10.017458, 18.131, GO3045_LC
206187664, 344.348082, -9.972387, 18.345, GO3045_LC
206194689, 342.801024, -9.848868, 16.974, GO3045_LC
206213997, 338.375062, -9.536392, 18.394, GO3045_LC
206215073, 343.315149, -9.519829, 18.231, GO3045_LC
206235652, 339.067079, -9.206474, 17.892, GO3045_LC
206244023, 343.000647, -9.079531, 17.834, GO3045_LC
206262805, 339.62565, -8.79637, 17.936, GO3045_LC
206284791, 338.676212, -8.472015, 16.411, GO3106_LC|GO3045_LC
206296292, 339.023034, -8.29787, 17.385, GO3045_LC
206346508, 331.029252, -7.505749, 18.543, GO3045_LC
206494490, 333.821575, -4.988832, 17.452, GO3045_LC|GO3107_LC
210327027, 58.847376, 11.562141, 15.399, GO4036_SC|GO4036_LC|GO4030_LC|GO4081_LC
210457230, 58.833955, 14.658253, 15.168, GO4036_SC|GO4036_LC
210522262, 61.781358, 15.779381, 16.935, GO4036_LC|GO4057_LC|GO4030_LC|GO4081_LC
210764183, 51.685567, 19.325264, 14.444, GO4036_SC|GO4039_SC|GO4036_LC|GO4011_LC|GO4039_LC
210879793, 62.28961, 21.077606, 16.968, GO4036_LC|GO4057_LC|GO4030_LC|GO4081_LC
210998473, 58.924646, 22.950466, 17.615, GO4036_LC|GO4057_LC|GO4030_LC
211003775, 52.177733, 23.034775, 18.253, GO4036_LC|GO4030_LC|GO4081_LC
211046195, 53.758697, 23.709892, 14.792, GO4036_SC|GO4036_LC|GO4057_LC|GO4011_LC|GO4081_LC
211073549, 56.461056, 24.151052, 17.334, GO4036_SC|GO4026_LC|GO4036_LC|GO4057_LC|GO4024_LC
211088076, 56.824686, 24.375475, 17.83, GO4026_LC|GO4036_LC|GO4081_LC|GO4024_LC
211096282, 55.91787, 24.503166, 17.876, GO4026_LC|GO4036_LC|GO4081_LC|GO4024_LC
211097372, 55.973051, 24.519865, 18.392, GO4026_LC|GO4036_LC|GO4024_LC
211328277, 130.888478, 10.413071, 17.798, GO5036_SC|GO5081_LC|GO5030_LC|GO5036_LC
211329075, 127.983268, 10.428261, 14.951, GO5036_SC|GO5039_SC|GO5036_LC|GO5039_LC
211332457, 128.848607, 10.492178, 14.465, GO5036_SC|GO5036_LC|GO5081_LC
211357895, 132.649725, 10.954338, 18.0, GO5023_LC|GO5036_LC|GO5081_LC|GO5030_LC
211628806, 127.277674, 14.939601, 16.15, GO5036_SC|GO5036_LC|GO5081_LC|GO5030_LC
211680042, 127.842566, 15.647536, 17.266, GO5036_LC|GO5081_LC|GO5030_LC
211727819, 129.38677, 16.293901, 18.144, GO5036_LC|GO5081_LC|GO5030_LC
211891128, 129.218309, 18.595991, 18.046, GO5036_LC|GO5081_LC|GO5030_LC
211962038, 126.677623, 19.656242, 17.713, GO5036_SC|GO5036_LC|GO5081_LC
211963497, 137.450931, 19.678574, 16.132, GO5036_SC|GO5039_SC|GO5036_LC|GO5081_LC|GO5030_LC|GO5039_LC
211970944, 124.469425, 19.791103, 17.037, GO5036_LC|GO5081_LC
211978512, 136.379267, 19.909292, 17.434, GO5036_LC|GO5081_LC|GO5030_LC
211981633, 129.499046, 19.95775, 17.889, GO5036_LC|GO5081_LC|GO5030_LC
212028433, 127.31235, 20.728119, 18.205, GO5036_LC|GO5048_LC|GO5081_LC
212102189, 127.613506, 22.062668, 17.133, GO5036_LC|GO5081_LC
212111554, 134.522912, 22.249502, 16.67, GO5036_LC|GO5081_LC|GO5030_LC
212127137, 133.496552, 22.560087, 17.818, GO5036_LC|GO5081_LC|GO5030_LC
212128548, 134.199742, 22.58839, 17.151, GO5023_LC|GO5036_LC|GO5057_LC|GO5081_LC|GO5030_LC
212136544, 127.858677, 22.749638, 16.323, GO5036_LC|GO5081_LC
212178513, 127.899756, 23.697451, 18.19, GO5036_SC|GO5036_LC|GO5011_LC|GO5081_LC
212287292, 204.8604736, -17.9181499, 14.796, GO6002_LC|GO6006_LC
212402103, 205.0480042, -14.8664322, 14.835, GO6002_LC|GO6006_LC|GO6008_LC
212411722, 209.3123932, -14.6480494, 14.21, GO6002_LC|GO6006_LC|GO6008_LC
212521662, 205.7947845, -12.2737808, 18.744, GO6006_LC
212820594, 202.5096741, -4.8889508, 14.665, GO6002_LC|GO6006_LC|GO6008_LC|GO6037_LC|GO6006_SC
212826600, 203.1017761, -4.6868572, 13.755, GO6002_LC|GO6006_LC|GO6008_LC|GO6037_LC|GO6006_SC
229227169, 208.28127, -8.953349, 20.0, GO6006_LC
217976219, 287.2842102, -19.6299896, 15.902, GO7006_LC|GO7037_LC|GO7002_LC|GO7006_SC
218498792, 293.7133179, -18.6929455, 17.16, GO7006_LC|GO7002_LC|GO7037_LC
220170497, 13.7462835, -1.1875139, 17.417, GO8030_LC|GO8054_LC
220181289, 15.7977448, -0.738083, 15.652, GO8030_LC|GO8054_LC
220186653, 13.5272961, -0.517188, 17.207, GO8030_LC|GO8054_LC
220195098, 12.0360041, -0.188392, 17.367, GO8030_LC|GO8054_LC
220195996, 13.5412712, -0.154447, 15.864, GO8030_LC|GO8054_LC
220197688, 11.7322865, -0.088671, 16.687, GO8030_LC|GO8054_LC
220203045, 19.9361343, 0.105032, 16.896, GO8030_LC|GO8054_LC
220220365, 13.0973034, 0.71969, 18.07, GO8030_LC|GO8054_LC
